Unnamed: 0,Car,Review,Polarity_score,Sentiment
165,Mahindra Thar,"This is the best car with comfort, power, and build quality for very tough conditions. It is the best for off-roading in mountain areas.",4.3905,Strongly Positive
166,Mahindra Thar,I am satisfied with it. Its look is so good and comfortable to drive. Overall the car's performance is too good for the road.,4.653,Strongly Positive
167,Mahindra Thar,"It is a very good looking car, and engine performance is also good. I drive this car and feel very comfortable sitting and 4/4 is wonderful. I have driven on a hill station and off-road. They give good performance all the time at 15.2kmpl. It's a nice car and it's my favourite car. They will give good satisfaction to buyers. The...",4.8854999999999995,Strongly Positive
168,Mahindra Thar,Mahindra car's engine is one of the most powerful engines and most valuable cars in the world. I love Thar because of its good-looking body and durability. The power and performance are just amazing.,4.6905,Strongly Positive
169,Mahindra Thar,"This is a fabulous vehicle within this price range. I have the LX petrol hardtop variant, it is amazing to drive and handling is smooth. I suggest everyone go for this vehicle and the off-roading experience is also really awesome. I love this car. ",4.761,Strongly Positive
170,Mahindra Thar,"Best car to drive and have a little luxury experience. Low maintenance cost with an accurate car gear system, and anti-breaking system in the car.",2.6045000000000003,Positive
171,Mahindra Thar,"It is the best model and best selling car. Its look, performance, and style are really good. The Thar is like an impressive car, and I gave it 4.8 due to its mileage. Its mileage is some low so it is one point.",4.7295,Strongly Positive
172,Mahindra Thar,This is a good car with comfort and safety. Its smooth drive and the sound system were also very nice.,4.416,Strongly Positive
173,Mahindra Thar,This car is very comfortable and very nice. I like the safety features and the maintenance is low with decent mileage.,4.3985,Strongly Positive
174,Mahindra Thar,"It is a very nice car with a valuable cost. Its nice performance, road grip, and engine noice are nice.",4.5385,Strongly Positive
175,Mahindra Thar,The Mahindra Thar is a rough and tough mini SUV. This look amazing and safety is most in this SUV.,3.6345,Positive
176,Mahindra Thar,It was a good experience. Its sitting comfort is very nice with very smooth driving. The Thar suspension is very comfortable.,4.5095,Strongly Positive
177,Mahindra Thar,The best SUV I have ever seen. Its style and looks are awesome and feel sporty. The best feature is its suspension.,4.63,Strongly Positive
178,Mahindra Thar,The power and performance of this vehicle are simply amazing with decent mileage. The looks and feel of the vehicle are a highlight.,3.6755,Positive
179,Mahindra Thar,"Smooth driving, experience is good, comfortable seats, very smooth gear. The car is awesome in look and really very much comfortable in driving, really amazing experience if you think of buying Thar then you don't need to check competitors because nothing can compete with cars. Very good and nice.",4.87,Strongly Positive
180,Mahindra Thar,"The power and performance of this vehicle are tremendous, it is great for off-roading and good comfort. The looks and feel of the car are fantastic with a smooth driving experience but it lacks a bit in maintenance as it is pretty high. ",4.484,Strongly Positive
181,Mahindra Thar,Nice car but the problem is that this car is suitable for only two people travelling and is the best choice for off-road purposes. The styling and the muscular look of the car are great. The diesel engine is value for money and has decent mileage. The can be chosen as a secondary car and for day to day city use as well. It gives a commanding s...,4.7405,Strongly Positive
182,Mahindra Thar,"The superb car and its mileage are awesome. There is no other car around its performance, it looks stunning and when you drive it you feel amazing.",4.623,Strongly Positive
183,Mahindra Thar,It is a very excellent car with good performance and amazing look. This is the off-roading car.,4.466,Strongly Positive
184,Mahindra Thar,Mahindra Thar looks and feels amazing. The power and performance are also good in this price range. Overall it is a great car.,4.4785,Strongly Positive
185,Mahindra Thar,"The overall experience of Thar is good. Good to have in off-road and on-road as well. Stylish, muscular, and high performance undoubtedly. I used to travel a lot by car so for long rides, it is very much recommended in mid-segment vehicles, especially for those who love big cars. Safety and comfort are also up to the mark in its range. The interior...",4.7755,Strongly Positive
186,Mahindra Thar,"My experience is ok but maintenance cost, mileage, And comfort are quite not so good but the looks are mind-blowing. ",-0.8734999999999999,Negative
187,Mahindra Thar,"Awesome car with smooth driving experience, comfortable seats, and very smooth gear. The car is excellent in looks and really very much comfortable in driving, a really fantastic experience.",4.8004999999999995,Strongly Positive
188,Mahindra Thar,"""Thar "" is a fully loaded, comfortable, awesome look, compatible design and awesome colours.",4.616,Strongly Positive
189,Mahindra Thar,"Mahindra Thar is one of the most selling cars in India. For people who love offroading, Mahindra Thar is the best choice. This SUV is great and works smoothly on any type of terrain. From offroading to any other terrain Thar proves itself the best. Thar is affordable, compatible, and powerful, all in one. The best Made in India SUV.",4.8845,Strongly Positive
190,Mahindra Thar,Mahindra Thar is a good looking car and it is very comfortable for long drives. The power and performance are also amazing.,4.416,Strongly Positive
191,Mahindra Thar,"Wow, it looks awesome. I love to drive this thar in auto mode. Super comfort and rich look. Better price.",4.888,Strongly Positive
192,Mahindra Thar,"Mahindra Thar is a great car in terms of its power and performance, the speed and looks of the vehicle are highlights, overall the vehicle is amazing.",4.18,Strongly Positive
193,Mahindra Thar,"Very good and it was my dream car, love this new model looks and tyres are awesome and performance is always on top of Mahindra 4x4 is there in this price range, features of the vehicle are great. 
 
",4.803,Strongly Positive
194,Mahindra Thar,Mileage is average not that good in comparison to the pricing of this segment car. But if we consider a 2200cc engine it's awesome and the performance is just the best. But it's not a practical or comfortable car. But overall offroading built quality is just the best. It provides good features as well in the jeep segment and in this pricing at some...,4.693,Strongly Positive
195,Mahindra Thar,"Mahindra Thar is a very extraordinary car. It is super comfortable with and good looks in style, very attractive look, also I love the mileage. ",4.776,Strongly Positive
196,Mahindra Thar,"Mahindra Thar is one of the most good looking cars, the comfort of the vehicle is great and it looks very attractive and luxurious.",4.5915,Strongly Positive
197,Mahindra Thar,"The performance is very best, and looking is awesome. The best build quality and riding quality are also normal.",4.6675,Strongly Positive
198,Mahindra Thar,"Such a stunning look and performance, and the road presence is so solid. It is the whole package for attention seekers, I personally feel the mileage part can be covered with all these features. The internal space is very compact.",2.8710000000000004,Positive
199,Mahindra Thar,It's an amazing car to drive. People turn around to look at this car. The driving position gives full command on road. Feel safe on-road and at high speeds on highways. Loved by most who get a ride in Thar. Very happy to own this although the mileage is below 10.,4.696,Strongly Positive
200,Mahindra Thar,"It is a very heightened vehicle with not so much comfort but it's good. I have done offroading using this vehicle, it was so cool. ",4.004,Strongly Positive
201,Mahindra Thar,It is one of the best vehicles in its segment as the driving experience while off-roading is amazing and the power of this vehicle is unmatched. The performance is also good as it provides good mileage. ,4.63,Strongly Positive
202,Mahindra Thar,New Mahindra Thar is really a head-turner on roads and even off roads it has the most rugged look in its segment all great from the exterior and it is easy to upgrade it with after market accessories which are widely available when it comes to interior its not that great as compared to the other cars in this price segment.,4.511,Strongly Positive
203,Mahindra Thar,"This is a superb car and awesome look, it's just not a car it's Mahindra Thar. One never saw features but always enjoy the luxury and brandish feeling which you get while driving it.",4.3965,Strongly Positive
204,Mahindra Thar,Mahindra Thar is the best economic car. When I drive its sound gave all eyes on my car. It is very powerful and amazing for me.,4.5365,Strongly Positive
205,Mahindra Thar,"Mahindra Thar gives a very powerful performance and it comes with good safety features for its users, but it lacks a bit of comfort and the AC is not up to the mark still it's good for off-roading. 
",4.5,Strongly Positive
206,Mahindra Thar,"Amazing vehicle, I've been driving this vehicle for the last 9 months and it felt great. The power and performance of Mahindra Thar for this price point are pretty great and it provides great mileage as well.",4.849,Strongly Positive
207,Mahindra Thar,The Thar is the best car for offroading and highway driving.,3.1845,Positive
208,Mahindra Thar,"From looks to power, it has got everything. the 2020 version of Thar has got the premium exterior look that one can imagine. The torque and power are now on a whole new level which makes it easy to go on for all India drives.",2.202,Positive
209,Mahindra Thar,"Very nice car, good average, stylish and sporty specs and features. Nice comfort, good build quality, 6 airbags are there on the steering, on the dashboard, in rear seatbelts, and in grab handles. It is the overall best safety in this range, with a very nice ground clearance of 460 mm.",4.8725000000000005,Strongly Positive
210,Mahindra Thar,"It is not a comfort car its made for offroad driving, and it's a driver's car. The driver can enjoy the ride more than the passenger, don't look into mileage,it have a decent fuel economy, looks are awesome. The sitting in back seat is ok, not comfortable, it's a car for who is a rash drivers. ",2.2835,Positive
211,Mahindra Thar,Mahindra Thar is good for safety and comfort. I am driving for 3 years and my experience driving was good. It's good for off-roading.,4.593,Strongly Positive
212,Mahindra Thar,"Mahindra Thar is very best car in the world, it is a very powerful car, I love its 4x4 model, this is the very best car on the highway and for off-roading.",4.7775,Strongly Positive
213,Mahindra Thar,"Very nice driving experience and the best for off-roading, it is comfortable for long drives, has amazing features. Superb experience.",4.806,Strongly Positive
214,Mahindra Thar,"I like this car. I suggest buying this for better comfort and dashing style, it gives good balance while driving, Go for it. ",4.3445,Strongly Positive
215,Mahindra Thar,"Best Of the best!! This remembers me of the old jeep that we had owned for the past 10 years. This looks far better than the old jeeps. Literally liked the performance comfort facilities. Thank you, team Mahindra for this Amazing",4.8775,Strongly Positive
216,Mahindra Thar,"An amazing car for all types of people VIP or non-vip, this is the only car that can beat every car. Now it's a VIP car with no engine sound. Best in the segment I like the soft-top model personally.",4.7715000000000005,Strongly Positive
217,Mahindra Thar,I like it very much. Its looks and ride are very smooth .seating space is very comfortable. The lighting and the interior are much lovable.,4.3885000000000005,Strongly Positive
218,Mahindra Thar,"It is a very good looking, and good engine performance car. I drive this, and I feel very comfortable seats, and 4/4 is wonderful. I have driven on a hill station and off-road, good performance all time.",4.7535,Strongly Positive
219,Mahindra Thar,"It's been almost 6 months since I'm using Thar (copper variant). The best off-road experience offered ever. The overall look is so classy and premium. The mileage is good too. This is not a car this is an emotion for me. It is never disappointed. If you love adventures and long rides, it's perfect, go for it.",4.8705,Strongly Positive
220,Mahindra Thar,"This is a very good looking car and engine performance is great, I drive this and I feel very comfortable with the seats and other things are wonderful, I have driven on a hill station and off-road, good performance in all time.",4.785,Strongly Positive
221,Mahindra Thar,"This car's new look is dashing and the black colour totally suits it, the classic Thar is I guess the best car to buy in the 15-20 lakh range, I totally recommend this. This is the best car in this price range and its performance is awesome. ",4.7295,Strongly Positive
222,Mahindra Thar,Thar is the best product by Mahindra. Thar is one of my favourite off-roading cars and a budget product by Mahindra.,3.1845,Positive
223,Mahindra Thar,"The car's new look is dashing and the black colour totally suits it, the classic Thar is I guess the best car to buy in the 15-20 lakh range, I totally recommend this. ",3.951,Positive
224,Mahindra Thar,"This is a very beautiful car, the seats are very good and comfortable. Also, Mahindra Thar has a good suspension. ",4.671,Strongly Positive
225,Mahindra Thar,"The new generation Mahindra Thar has surely improved, It is very comfortable for long drives and off-roading and stunning looks like a lion. If you are looking for adventure trails then go for the new Mahindra Thar its an amazing vehicle for off-roading, it gives you very good performance for adventures.",4.8805,Strongly Positive
226,Mahindra Thar,This car is amazing 4×4 at this price point. The Mahindra Thar is the best offroading car.,4.201,Strongly Positive
227,Mahindra Thar,"I had experienced driving it excellent, better to drive off-road, its awesome, perfect, and peaceful drive. Love it. ",4.856,Strongly Positive
228,Mahindra Thar,"The new Thar has surely improved from the earlier one and it is totally worth the upgrade. It is not a practical car or an SUV you can do long-distance journeys if you have a family. If you are looking for adventure trails then yes, it is an amazing one.",4.716,Strongly Positive
229,Mahindra Thar,"The exterior look is ultimately good in the top model with very good performance off-road. The Interior is a little old-fashioned, we have to fold the seat in order to sit on the back seats.",3.825,Positive
230,Mahindra Thar,My experience with Thar is the best and the performance is great. This car is very nice with ultimate looks and style. ,4.54,Strongly Positive
231,Mahindra Thar,Nice experience. Wonderful car. Very comfortable. Mileage is very good. I suggested this to everyone. Go for it. ,4.6145000000000005,Strongly Positive
232,Mahindra Thar,"Mind-blowing performance and beautiful looks, great experience. I love this car, it is my all-time favorite. ",4.7255,Strongly Positive
233,Mahindra Thar,Very good. Worth money and style. Good off-road car. engine performance is very good. The four-wheel-drive is providing good comfort off-road.,4.7235,Strongly Positive
234,Mahindra Thar,"The experience was too good, I'm soo happy with this car, The mileage was also good maintenance is low. I'm so happy with this one.",4.511,Strongly Positive
235,Mahindra Thar,"It is not good at all but you can go offroading it very well. The mileage is not good, and the performance is also bad. It's not better than the Toyota land cruiser.",-4.309,Strongly Negative
236,Mahindra Thar,It's an amazing car my all-time favorite Driving comfort is truly amazing Dashboard look seating comfort are so  very good thank you Mahindra,4.8755,Strongly Positive
237,Mahindra Thar,"It is the best off-road car in the world, I really like this car and it is more comfortable than any other car. there are many more good things in this car, I can't explain. I only tell one thing about this car is the best off-roading car in the world.",4.791,Strongly Positive
238,Mahindra Thar,It is a good experience for off-roading and city driving. It is better than the previous model. The suspension is good & most like the new look.,4.4415,Strongly Positive
239,Mahindra Thar,"This is the best to drive, its service cost is low, this is the best car to drive and very smoothly runs in urban and rural areas. Go for it.",4.037,Strongly Positive
240,Mahindra Thar,"It is a nice car, its black colour is attractive. Recently we purchased this car average, speed, safety etc is very good and this is the best car under 15lakhs.",4.711,Strongly Positive
241,Mahindra Thar,"It's a good car for people looking only off-road. Else not recommended and also its a good looking vehicle, it looks a bit similar to Wrangler, it's the best car under 20 lakh for off-roading. A lot of modifications are possible for this car, after modification it looks amazing. ",4.609,Strongly Positive
242,Mahindra Thar,"It is a great car, very dashing nice-looking must go with it without any doubt, it is a dream car for many people, and it can't be justified by words.",3.5709999999999997,Positive
243,Mahindra Thar,"I didn't find more rugged features in that, it only seems appealing but the feature and interior are not up to the standards.",0.0,Neutral
244,Mahindra Thar,"When I test drove it, I felt the power of Thar, it can't be explained in words. It has a great engine and you get approx. 12kmpl mileage that is good for such sports cars hungry for fuel. I am sure that you will never be disappointed and dissatisfied with power, comfort, performance and looks. It has the best airbags. ",4.7139999999999995,Strongly Positive
245,Mahindra Thar,"I have driven the Mahindra Thar manual BS6 and it was an amazing experience in my opening, performance A1 Styling, A1 Power, A1 comfort A2 because there is no space for foot and it's the same issue with the automatic version. Mileage is also satisfactory but not for middle-class people.",2.5530000000000004,Positive
246,Mahindra Thar,"Best car I have ever used, I am buying a second Thar in 1 year. And the engine is not underpowered even in 4x4 I feel I am on road during my offroading, the best car.",4.2775,Strongly Positive
247,Mahindra Thar,Mahindra Thar is a perfect example of a monster. Great feeling after driving this car in the market.  Superb Car. ,4.623,Strongly Positive
248,Mahindra Thar,"I like this car so much, the design is awesome, and the comfort is amazing. This car returns good mileage and the pick-up is just awesome. Also, this car is available with 4WD which is very nice. ",4.8595,Strongly Positive
249,Mahindra Thar,The Mahindra Thar is one of the favorites of the maximum number of people of India. It looks classic and comfortable. It is the safest car at the best price.,4.6155,Strongly Positive
250,Mahindra Thar,"It is an excellent product with good suspension, average mileage, and good AC, but definitely need some more comfort like an armrest, electric steering, a metal top.",4.771,Strongly Positive
251,Mahindra Thar,"Best car in the budget. It might not be a family-friendly car. If you have an older family member (50+), but if you are young and have a family of 2 to 3 people. This is the best car you can buy. It's only the real SUV that deserves an SUV tag on that budget. It's really a great product, you feel the car and then decide. I sugge...",4.7379999999999995,Strongly Positive
252,Mahindra Thar,"This is the best car for off-roading, it has a 4*4 drive type, it is comfortable for long driving and it is a budget-friendly car. ",4.088,Strongly Positive
253,Mahindra Thar,"Best in the budget. It might not be a very family-friendly car if you have an older family member (50+). But if you are young and have a family of 2 to 3, this is the best car you can buy. It's only the real SUV that deserves an SUV tag on that budget. Really a great product, feel the car and then decide, not by just reading any review.",4.7379999999999995,Strongly Positive
254,Mahindra Thar,"Simply superb. Car's comfort, style, mileage, everything is just awesome. The car is just beyond expectations. Go for it. ",4.467,Strongly Positive
255,Mahindra Thar,"Nice features, great pickup and good ground clearance. It's an amazing car for off-roading and good speed. No other car can beat Thar.",4.680000000000001,Strongly Positive
256,Mahindra Thar,"It's an overall good car, provided you go offroading often, If you only go for offroading 20-30% times then this car is not for you.",2.202,Positive
257,Mahindra Thar,"It's a waste of money with poor interior design, which is not practical at all. It doesn't have sufficient seating capacity. The sound quality is poor too. ",-4.201,Strongly Negative
258,Mahindra Thar,"This car offers me about 14kmpl mileage when I rave about this engine. In my family, there are 4 members so, it is average in space, but one of its negative points is boot space.",-3.6135,Negative
259,Mahindra Thar,Great car. The best car with the best design. I love Mahindra Thar. It's a really amazing car with great performance.,4.898,Strongly Positive
260,Mahindra Thar,"Nice car. It looks better than old Thar like Jeep Wrangler. wider, power also good. I love this awesome car. ",4.8035,Strongly Positive
261,Mahindra Thar,It is one of my favorite cars. Everything is very nice in Mahindra Thar. No other car can beat it in this range especially in the case of off-roading. ,2.992,Positive
262,Mahindra Thar,Mahindra Thar is the best option in this price range. The reaction on this car is best. No other car can beat this price range.,4.01,Strongly Positive
263,Mahindra Thar,"Best in the budget. It might not be a very family-friendly car if you have an older family member (50+). But if you are young and have a family of 2 to 3, this is the best car you can buy. It's only the real SUV that deserves an SUV tag on that budget. Really a great product. Feel the car and then decide, not by just reading any review.",4.7379999999999995,Strongly Positive
264,Mahindra Thar,"It's the best vehicle in this segment, it's dream of many people, and it looks like a legend car and some special car feeling like a horse.",4.623,Strongly Positive
265,Mahindra Thar,Thar petrol manual mileage is very low. Only 8.3kmpl of petrol. This is not displayed anywhere. It will give only that mileage. Shocked.,-2.8545,Negative
266,Mahindra Thar,"Best car, and it's my favorite car. I like this car with the best feature, and safety, best look, and a wonderful design car Thar.",4.883,Strongly Positive
267,Mahindra Thar,Mahindra thank you for this best off-road vehicle at this price. Performance is super. I'm completed 1 successful year with Thar,4.7255,Strongly Positive
268,Mahindra Thar,"Best off-roading car, which I have driven on the mountain. Which gives you many features and great performance.",4.2595,Strongly Positive
269,Mahindra Thar,"Too overpriced according to features and the segment. Its price should be reduced by 1.5 lac at least. Otherwise, it's good",2.202,Positive
270,Mahindra Thar,"Best Suv but with high safety (NCAP 4star). Awesome road presence, loaded with features. If you think of buying. Thar then you don't need to check competitors because nothing can compete with Thar.",4.5889999999999995,Strongly Positive
271,Mahindra Thar,"Nice car, an eye-catching car, head turner, high-speed ride quality is bumpy, and low-speed ride quality is superb, the suspension works without sound, performance is medium when you accelerate hard it revs, but overall It is good.",3.982,Positive
272,Mahindra Thar,"No doubt everything is top-notch. Eye-catching leap ahead in technology. Although it has some niggles /bugs/problems infotainment hangs sometimes, spare parts are not available easily. Replaced my leak suspension, and ac flap motors false warning in mid sometimes, DPF(Diesel particulate filters) regen problems MID blinks sometimes. The pa...",-4.5245,Strongly Negative
273,Mahindra Thar,"Nice car, look comfort and best features. No car like Thar. ",4.3445,Strongly Positive
274,Mahindra Thar,Very bad experience I have with my new Mahindra Thar Hardtop. 1. I have a problem when I apply the break there is a sound comes. 2. Also there is the air that comes inside when I completely close the door. Am really disappointed about this vehicle. I am also planning to file a case in consumer court. And the same screenshot is going to be put ...,-4.3580000000000005,Strongly Negative
275,Mahindra Thar,"Nice car, an eye-catching car, head turner, high-speed ride quality is bumpy, and low-speed ride quality is superb, the suspension works without sound, performance is medium when you accelerate hard it revs, but overall performance is good",3.982,Positive
276,Mahindra Thar,The car is awesome in look and really very much comfortable in driving. Really amazing experience after buying this car,4.5955,Strongly Positive
277,Mahindra Thar,The car although not comfortable gives you a feeling that you're sitting in a jeep that is capable. It's no wrangler but It certainly doesn't feel out of power for a second. Issues with leg space if you're a tall person and not comfortable for long drives but it is awesome to drive and go off-roading. If you love driving and own another car you can...,4.5584999999999996,Strongly Positive
278,Mahindra Thar,"Too much poor Interior, Totally substandard rubber lining, Water leakage from hard top roof, windscreen, door gaps. Water retention on the roof. Totally failure of Mahondra's on Interior and comfort for this price range.",-2.9245,Negative
279,Mahindra Thar,"I think most of the people who are used to better international brand cars and SUVs don't find Thar fascinating, due to lack of creature, comfort, relatively. Cramped space and cargo. Electronic options, ride quality. 15 Lacs not worth for this type of car. You could get a better SUV than Mahindra. Design-wise it might have...",1.7890000000000001,Positive
280,Mahindra Thar,"Mahindra Thar is the best 4 wheel drive and good performance in the world. We love this car, and all customer experience is good with Mahindra Thar.",4.6745,Strongly Positive
281,Mahindra Thar,"It's a nice car, but overall it's too expensive to ride everywhere by this. I like adventure, and I love SUVs of this type, but I am not fully satisfied with this interior according to price. And space nearby the rear seats is not enough to comfort. And the price of this SUV does not match these features...",4.2909999999999995,Strongly Positive
282,Mahindra Thar,This is not a car. This is HaHa Car! Awesome. Only rear entry is a problem but I think a 5 door variant won't be that exciting.,-1.2895,Negative
283,Mahindra Thar,"A modern take on an iconic design, the All-New Thar, with its wide stance and iconic lines. The all-new interiors have everything to make every trip comfortable & fun! Sporty front seats, reclinable rear seats, roof-mounted speakers & more!",4.0055000000000005,Strongly Positive
284,Mahindra Thar,Awesome when you go travelling off-road and the best powerful engine overall the best car.,4.7299999999999995,Strongly Positive
285,Mahindra Thar,"Awesome SUV. Powerful and yet comfortable. Mileage for me is nearly 13.1kmpl. However, I will prefer a 5 door Thar for better boot space and entry for rear-seat passengers",4.6005,Strongly Positive
286,Mahindra Thar,Its pickup remains the same as that is at starting. Its power is good. It has a 2500cc engine which performs very best for a long time. No maintenance is required.,3.673,Positive
287,Mahindra Thar,"Any safety things are not available. actually, the design is ok but need to upgrade the design for safety purpose.",3.6755,Positive
288,Mahindra Thar,"Looks weird the styling has been stolen from the child. The old that was better because it was truly made for off-road the new Thar has different rivals like Seltos, Creta and the old Thar has no rivals",1.48,Positive
289,Mahindra Thar,The good nice design I loved this car. I like sitting comfort. Perfect design cute car 🚗 🚨 🚗🚗🚨🚨🚨🚨🚨🚨,4.826,Strongly Positive
290,Mahindra Thar, The car was too good. The design was good for a Jeep. Powerful engine. ,4.1125,Strongly Positive
291,Mahindra Thar,"Riding comfort is good. One of the best SUVs in India, but still got to provide better rear seats. Could've used better AC. Engine performance is excellent.",4.7935,Strongly Positive
292,Mahindra Thar,Very nice car. It gives the best comfort on the highway as well as off-roading. Nice and classic looks Must be recommended,4.6905,Strongly Positive
293,Mahindra Thar,Not worth for top-end or above 13 lacs. This is simply fooling customers.,-2.6065,Negative
294,Mahindra Thar,"According to my point of view, Mahindra Thar is one of the most famous car in India. Mahindra Thar is my first choice to buy.",0.0,Neutral
295,Mahindra Thar,MAHINDRA THAR IS MY FIRST CHOICE. IT IS THE NO.1 SUV CAR.,0.0,Neutral
296,Mahindra Thar,Thar is off roading vehicle so it is not that comfort but looks and sounds great and power which is unbelievable.,4.0355,Strongly Positive
297,Mahindra Thar,"Thar, it's good. A lot of changes have to be done. 1) Finishing not up to the mark still to be done. 2) Glove box we can't keep anything what's the use even can't keep the service book. 3) Back finishing can be done neatly. 4) The horn pad is such hard we can't press it with my thumb. 5) Brakes has to improve if we getting 4×4 we have to ...",3.8914999999999997,Positive
298,Mahindra Thar,"Back seats are really horrible, surprised with the companies R and D. While adding to so many features, why they left back seats totally unattended.",-1.924,Negative
299,Mahindra Thar,"This is not a car but Mahindra has provided its own modified version of Thar adding some comfort features but it is still far behind, the matter of fact that other Compact SUVs are improving even at a faster pace and adding values for the masses. Thar is not designed for comfort and it's not functional to serve a family purpose, the initial charm w...",4.7745,Strongly Positive
300,Mahindra Thar,Although the new Thar looks one of the best and capable in this price range. I want Mahindra to launch a new variant of Thar without 4x4 and with XUV300's smaller engine. This will help Mahindra to reduce the overall cost and will eventually generate more buyers for the SUV. The SUV has a lot of potentials still left which this new variant can open...,4.3445,Strongly Positive
301,Mahindra Thar,"Super performance, well fitted hard roof, superb look, high-performance diesel engine, good looking, good music system, and comfortable seats with the height-adjustable driver seat.",4.7855,Strongly Positive
302,Mahindra Thar,"Thar is my favorite. The looks are awesome, power is so good, mileage is not so good. I am getting 12kmpl in the city and around 15-16kmpl on the highway but the overall car is good. Aftersale service is good but is costly",4.7895,Strongly Positive
303,Mahindra Thar,"I bought the New Mahindra Thar 2 months ago. Yesterday I was travelling to Delhi from Paonta Sahib(HP). When I reached Panipat New Mahindra Thar automatically stops and I was shocked to see this, then I called toll free no. the service was so bad, I waited there for 3 hours then company toe machine came and today I called in the company, ...",-3.544,Negative
304,Mahindra Thar,Very bad in comfort. It feels like you are riding a tractor in the field. It is better to buy a tractor and earn some money.,2.6105,Positive
305,Mahindra Thar,"It could be a perfect car for me. If it has only 2 wheel drive system, 1500cc engine with good mileage. I'm not saying it's not a perfect car right now. It is good for typical off-roaders. for me, it's fun with daily useability.",4.7385,Strongly Positive
306,Mahindra Thar,"This car also has an emotional attachment to family, this kind of jeep was the first car for my family and today we can get this back. 5 stars to this machine, overall this beast can do anything a human wants to do. You can take it everywhere and it will never disappoint you. Although a bit overpriced.",3.0985,Positive
307,Mahindra Thar,The looks of the car are great and comfortable but its maintenance cost is high and its price is too high. Please down the price of the car at least 1.5 lakh.,3.8419999999999996,Positive
308,Mahindra Thar,"I just loved this car and the performance of the car is great along with the looks, whenever I am coming back to India for sure I am gonna buy this car. I just wanna Thanks Mahindra for making such a great car.  ",4.769,Strongly Positive
309,Mahindra Thar,"Overall it is a great car with full upgraded compared to the older generation but my concern is the price which is too high, which is not making this car a value for money. ",3.429,Positive
310,Mahindra Thar,"Overall performance of the car is great, mileage is good, comfortable, glossy colors, and the suspension is very good for all kinds of roads.",4.608499999999999,Strongly Positive
311,Mahindra Thar,Waiting for the first test drive of the best car of the Mahindra. Very good shape heavy body but poor safety features.,2.5085,Positive
312,Mahindra Thar,"Booked one Petrol Automatic, although delivery is only in March 2021. Hard to wait that long. The car looks just awesome. I have a sedan so this being a second car ( VAG Jetta being the first) I cannot wait to get my hands on it.",2.8594999999999997,Positive
313,Mahindra Thar,"Performance & look wise its good but negative points are Single Door entry, No Boot space, Seat folding, No Sun Roof, No option for rails on top, and the price is very high.",-4.25,Strongly Negative
314,Mahindra Thar,"Today I took the test drive of the automatic version it was awesome handling was good, the interior was good seats are not that much comfortable. The price of the car is too high the price should be low. The overall driving experience of Thar is awesome",4.4030000000000005,Strongly Positive
315,Mahindra Thar,"It's overpriced. At least they should have provided an armrest, rear ac vent, dead pedal, and utilized side space in rear seats for LX version plus roof rails as an accessory.",-3.243,Negative
316,Mahindra Thar,"A superb vehicle, perfect for Indian terrain, I really like the feature of a new car and the price is reasonable.",4.454000000000001,Strongly Positive
317,Mahindra Thar,"5 stars to this machine, overall this beast can do anything a human wants to do. You can take it everywhere and it will never disappoint you.",1.5445,Positive
318,Mahindra Thar,"Overhyped and Overpriced. Pros: 1. Design - An eye-catching boxy look, kind of mini wrangler. 2. 18inch allow wheels with better ground clearance. I am expecting to change the lane by driving over the road dividers in case the U-turn is more than 1km. 3. As the city streets are no different than off-road streets these days with millions of potholes...",1.9089999999999998,Positive
319,Mahindra Thar,"The price of this one is too high while checking on others, I think for this price we can go for other options.",0.0,Neutral
320,Mahindra Thar,"Nice, very good. Nice riding experience with high power and good gear train and nice suspension. Very good look just like wrangler rubicon the back of Thar is very nice and four where the drive is astonishing marvelous wonderful astonishing and nice delicate and powerful gameplay that is nice for a very nice and very addictive app for all the new t...",4.954,Strongly Positive
321,Mahindra Thar,"Great car at a great price. The rear seat and window was only the drawback, other than that every single thing is appreciatable.",4.2405,Strongly Positive
322,Mahindra Thar,"Looks impressive, but the success of this SUV will purely depend on its pricing. A lakh or 1.25lakh more (Ax Optional Variant)than the old CRDe should give a success story for 2020 Thar, anything more may have poor acceptance in the minds of India car buyers.",4.568,Strongly Positive
323,Mahindra Thar,"It is a very good car, my experience is also very good. Very comfortable for sitting and riding on any kind of terrain.",4.409,Strongly Positive
324,Mahindra Thar,"Excellent car at minimum cost. Airbags, Music player, seat comfort, build quality, colors, led lamps central locking excellent, and many more features.",4.36,Strongly Positive
325,Mahindra Thar,The rate is too high. You have to spend more than 10 lakh for this car which is not very good at a comfort level. Good if it is below 10 lack ie 4*4 LX variant Deisel at least.,0.9395,Positive
326,Mahindra Thar,I should get big doors so than a 2-row passager can get in easily or a small support door like a Toyota Fj cruiser.,3.825,Positive
327,Mahindra Thar,"My brother owned a Mahindra Thar a few years ago and I used to love driving it, Just waiting for the launch so that I can buy a new 2020 Mahindra Thar.",3.1845,Positive
328,Mahindra Thar,"I would buy the Thar 2020 if had an armrest and a ghost pedal in the automatic version. I'm yet to experience the seating comfort, the old that's front seats were extremely uncomfortable. I wonder why the driver's comfort is the last priority in our auto industry",-0.249,Negative
329,Mahindra Thar,Good vehicle ever offroad vehicle's well I am a big lover in Thar 2020 that my dream. And I am buying Thar soon. I love you Mahindra.,4.6625,Strongly Positive
